MarMam observation ID num	MarMam individual ID num PK	Animal ID	Vernacular name	Date event observed	Date event observed confidence	Date event reported	Observation type	Gear type	Latitude 	Longitude 	Coordiante Capture method 	Location 	Area descriptor	NZ Regions	Physical population	General description of conditions	Description	Event remarks 	Platform	DOC response	Agency notified	DNA test results Haplotype	sex	Age class	Length cm	Suspected primary cause of death	Necropsy status	Necropsy results	Necropsy results details	Result confidence (for human-related cause of death only)
1321	397	H112/05	Hector's dolphin	17/12/05 0:00	Actual	2005-12-17	Entangled - caught in gear (dead)	Commercial set net	-45.7092	170.625	GPS - Observer location	Off Warrington Beach	CEP-Other (South Island)	Otago	ECSI	Not recorded	This is one dolphin of two involved in this single incident (H112/05 and H113/05) - reported caught by commercial fisher in set net	Email from  DoC Otago	Commercial fishing vessel	Response not required	DOC			Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1321	398	H113/05	Hector's dolphin	17/12/05 0:00	Actual	2005-12-17	Entangled - caught in gear (dead)	Commercial set net	-45.7092	170.625	GPS - Observer location	Off Warrington Beach	CEP-Other (South Island)	Otago	ECSI	Not recorded	This is one dolphin of two involved in this single incident (H112/05 and H113/05) - reported caught by commercial fisher in set net	Email from  DoC Otago	Commercial fishing vessel	Response not required	DOC			Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1323	399	H114/05	Hector's dolphin	22/12/05 0:00	Actual	2006-01-09	Entangled - caught in gear (dead)	Commercial set net	-45.7111	170.64428	GPS - Observer location	1.5-2 nm East of Seacliffs; 3 nm north of Potato Point	CEP-Other (South Island)	Otago	ECSI	Not recorded	"Recovered from commercial set net by fisher. Had set 3 nets (mesh size 7 inches) at about 15 metres depth overnight, targetting rig and school shark. "	"Statement from fisherman, from UoA: Tl = 1.21m "	Commercial fishing vessel	Post mortem	DOC	S	Male	Adult	121	Sent for necropsy	Complete	Entanglement		Known
1324			Hector's dolphin	10/12/03 0:00	Actual	25/01/06	Entangled - caught in gear (live and released)	Commercial set net	-44.1741	171.629315	GPS - Observer location	"Canterbury Bight, 0.9 nm offshore"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Released alive	Letter from SE Finfish Mgmt	Commercial fishing vessel	Response not required	DOC			Adult						
1325			Hector's dolphin	26/01/04 0:00	Actual	25/01/06	Entangled - caught in gear (live and released)	Commercial set net	-44.6226	171.18615	GPS - Observer location	"Canterbury Bight, 0.9 nm offshore"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Released alive	Not required	Commercial fishing vessel	Response not required	DOC			Adult						
1326	400	H117/06	Hector's dolphin	1/02/06 0:00	Estimated	2006-02-01	Beachcast (dead on shore)	Not Applicable	-44.4118	171.2655	Estimated location	"South of Patiti Point, Timaru"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Carcass recovered by XXX, just before he left department. This animal was somehow lost in transit until Feb 2007. Caused a little confusion when it turned up at Massey. But the tags on it matched this animal, and XXX confirmed that XXX indeed picked it up____"	not in UoA db	Land	Post mortem	DOC	C	Female	Juvenile	70	Sent for necropsy	Complete	Indeterminable		Not applicable
1327	401	H118/06	Hector's dolphin	3/04/06 0:00	Actual	2006-04-04	Entangled - caught in gear (dead)	Trawl net	-41.4968	174.0659	Estimated location	"0.5nm off Wairau Bar, Marlborough"	CEP-Other (South Island)	Marlborough	ECSI	Not recorded	"This is one dolphin of three involved in this single commercial trawl fishery incident (see H119 & H120), carcass not recovered"	Not required	Commercial fishing vessel	Response could not be completed	DOC			Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1327	402	H119/06	Hector's dolphin	3/04/06 0:00	Actual	2006-04-04	Entangled - caught in gear (dead)	Trawl net	-41.4968	174.0659	Estimated location	"0.5nm off Wairau Bar, Marlborough"	CEP-Other (South Island)	Marlborough	ECSI	Not recorded	"This is one dolphin of three involved in this single commercial trawl fishery incident (see H119 & H120), carcass not recovered"	Not required	Commercial fishing vessel	Response could not be completed	DOC			Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1327	403	H120/06	Hector's dolphin	3/04/06 0:00	Actual	2006-04-04	Entangled - caught in gear (dead)	Trawl net	-41.4968	174.0659	Estimated location	"0.5nm off Wairau Bar, Marlborough"	CEP-Other (South Island)	Marlborough	ECSI	Not recorded	"This is one dolphin of three involved in this single commercial trawl fishery incident (see H119 & H120), carcass not recovered"	Not required	Commercial fishing vessel	Response could not be completed	DOC			Adult		Entanglement	Not applicable	Not applicable	Not applicable	Not applicable
1330	404	H121/06	Hector's dolphin	21/04/06 0:00	Estimated	2006-04-21	Beachcast (dead on shore)	Not Applicable	-42.70357	170.97628	GPS - Subject location	Seaview (north of Hokitika)	CEP-Other (South Island)	West Coast	WCSI	Not recorded	Skeletal remains only - head missing. Sp ID confirmed by pathologist 	"from UoA: very decomposed black and white prints enclosed mol sex, mol id Aug 06"	Land	Post mortem	DOC	T	Female	Adult	103	Sent for necropsy	Complete	Indeterminable		Not applicable
1331	405	H122/06	Hector's dolphin	4/09/06 0:00	Actual	2006-09-04	Beachcast (dead on shore)	Not Applicable	-41.04978	172.10756	GPS - Subject location	"Twin Beach, Heaphy Track, Caldervale, Buller"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	First seen on beach - spring tides and some rough seas both before and after. No obvious unnatural injuries. Frozen at Karamea FC on 6/9/06. Pathologist: There was no indication that this animal had been entangled in fishing gear. Tissue autolysis and fre____	from UoA: TL = 130.5 cm GPS reference 2434954 6017040	Land	Post mortem	DOC	I	Male	Adult	130.5	Sent for necropsy	Complete	Indeterminable		Not applicable
1332	406	H123/06	Hector's dolphin	12/10/06 0:00	Estimated	2006-10-12	Beachcast (dead on shore)	Not Applicable	-42.717369	170.966543	GPS - Subject location	Beach at Hokitika Sewage Ponds. 	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"Reported dead on beach recovered by XXX. Dolphin was still whole, but decompossing and smelly, at the high tide mark. No evidence of cause of death, but skull appears very damaged (no external injuries). Sea very rough and has been for several days, but s____"	from UoA: TL = 143 cm Whole animal sent to Massey Uni Photocopies of photos provided	Land	Post mortem	DOC	A	Female	Juvenile	143	Sent for necropsy	Complete	Natural Causes - general		Not applicable
1333	407	H124/06	Hector's dolphin	10/11/06 0:00	Actual	2006-11-10	Beachcast (dead on shore)	Not Applicable	-40.5104	172.7558	Estimated location	Farewell Spit NZMS 260 M24 893 775	CEP-Other (South Island)	Tasman	NCSI	Not recorded	DOC: Reported by Farewell Spit Tour Driver. No in-situ photos. Right jaw appears broken. Found at upper extreme of high tide line. Pathologist: Body moderately decomposed and there was extensive scavenging. The soft tissue from one side of the face had be____	from UoA: TL = 69cm Photos taken but not supplied	Land	Post mortem	DOC	T	Female	Juvenile	69	Sent for necropsy	Complete	Natural causes- maternal separation		Not applicable
1334	408	50/H125-06	Maui dolphin	13/11/06 0:00	Estimated	2006-11-13	Beachcast (dead on shore)	Not Applicable	-37.3905	174.70817	GPS - Subject location	"North of Surf Club, Sunset Beach, just to the south of the Waikato River mouth, Port Waikato"	CEP-Waikato River to North of Raglan	Waikato	WCNI	Unknown	"Pathologist: This was a neonatal/foetal male who still had foetal folds  and feotal whiskers present. The body was in good post mortem condition, with only mild degeneartive changes. The body had been buried prior to discovery, and there was a large amoun____"	"The bacterium Brucella was identified by DNA methods at the Biosecurity New Zealand Investigation and Diagnostic Centre. Subspecies confirmed as Maui's dolphin through DNA analysis. , From UoA: TL = 76cm Photos taken but not providedmtDNA haplotype G. Mir____"	Land	Post mortem	DOC	G	Male	Juvenile	76	Sent for necropsy	Complete	Natural Causes - general		Not applicable
1335	409	H126/06	Hector's dolphin	30/11/06 0:00	Actual	2006-11-30	Beachcast (dead on shore)	Not Applicable	-46.15199	167.4884	GPS - Subject location	"Te Waewae Bay, 2.3 km past the Rowellan Bridge. "	CEP-Other (South Island)	Southland	SCSI	Not recorded	"No sign of pulmonary congestion or odema, no froth in airways. No evidence of trauma or chronic disease. Sex confirmed by genetics (U0A code: Che06NZ08)   "	from UoA: TL = 125cm Photos taken but not provided	Land	Post mortem	DOC	T	Male	Adult	125	Sent for necropsy	Complete	Indeterminable		Not applicable
1336	208	51/H127	Maui dolphin	3/12/06 0:00	Actual	2006-12-03	Beachcast (dead on shore)	Not Applicable	-37.28423	174.65421	GPS - Subject location	"4 - 5 km north of Karioitahi Beach, Waiuku, Sth Auckland"	CEP-Manukau to Waikato River	Auckland	WCNI	Unknown	"Bodies of H127-06 and H128-06 were collected by Helicopter. No signs of fishing related gear on or near the carcasses. Pathologist: There is a mild pulmonary oedema and congestion which is consistent with drowning, but these lesions can also be seen in ot____"	microsatellite genotypes of H127/06 and H128/06 are consistent with a parent/offspring relationship (e.g. they share at least one allele at each locus). Subspecies confirmed as Maui's dolphin through DNA analysis. mtDNA haplotype G. Mircosatellites analys____	Land	Post mortem	DOC	G	Female	Adult	156	Sent for necropsy	Complete	Indeterminable		Not applicable
1336	546	H128	Maui dolphin	3/12/06 0:00	Actual	2006-12-03	Beachcast (dead on shore)	Not Applicable	-37.28423	174.65421	GPS - Subject location	"4 - 5 km north of Karioitahi Beach, Waiuku, Sth Auckland"	CEP-Manukau to Waikato River	Auckland	WCNI	Unknown	"Bodies of H127-06 and H128-06 were collected by Helicopter. No signs of fishing related gear on or near the carcasses. Pathologist: There is a mild pulmonary oedema and congestion which is consistent with drowning, but these lesions can also be seen in ot____"	microsatellite genotypes of H127/06 and H128/06 are consistent with a parent/offspring relationship (e.g. they share at least one allele at each locus). Subspecies confirmed as Maui's dolphin through DNA analysis. mtDNA haplotype G. Mircosatellites analys____	Land	Post mortem	DOC	G	Female	Adult	78	Sent for necropsy	Complete	Indeterminable		Not applicable
1338	410	H129/06	Hector's dolphin	6/12/06 0:00	Actual	2006-12-06	Entangled - caught in gear (dead)	Commercial set net	-42.8855	173.3533	Estimated location	Kaikoura	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	Caught in net.  MAF observer on board.  Frozen tissues submitted for brucella culture	not in UoA db	Commercial fishing vessel	Post mortem	DOC	Pending	Male	Juvenile	109.5	Sent for necropsy	Complete	Entanglement		Known
1339	411	H130/06	Hector's dolphin	7/12/06 0:00	Actual	2006-12-07	Beachcast (dead on shore)	Not Applicable	-42.86036	173.30967	GPS - Subject location	Gore Bay - just out from campground	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Visitor Assets was working at a road side carpark when a local drove up and told him there was a stranded dead Hector's dolphin down on the beach. He drove down, photographed it in-situ, then put it in the truck and brought it back to ____"	from UoA: T.L. = 88 cmDoC#H130/06	Land	Post mortem	DOC	C	Male	Juvenile	88	Sent for necropsy	Complete	Natural causes- maternal separation		Not applicable
1340	412	H131/06	Hector's dolphin	18/12/06 0:00	Actual	2006-12-18	Beachcast (dead on shore)	Not Applicable	-44.36588	171.25174	GPS - Subject location	"Washdyke Lagoon frontage, Timaru"	CEP-Other (South Island)	Canterbury	ECSI	Not recorded	"Skeletal remains only. Carcass on landward beach berm. Dried out and incomplete state. Photos taken on site, then recovered and processed. Specimen held in Ruakapuka Srea Office - will be dispatched to Massey in January 2007. Skin sample taken from tail f____"	from UoA: Decomposed carcass - dried out Photocopies of photos provided	Land	Post mortem	DOC	C	Unknown	Adult		Sent for necropsy	Complete	Indeterminable		Not applicable
1341	413	H132/07	Hector's dolphin	6/01/07 0:00	Actual	2007-01-06	Beachcast (dead on shore)	Not Applicable	-46.172223	167.402802	Estimated location	"Te Waewae bay, halfway around lowtide track from Port Craig to Flat Beach"	CEP-Other (South Island)	Southland	SCSI	Not recorded	DOC comments: Dolphin on top of rocks (which would be covered by tide). Had lacerations on top near dorsal fin and above eyes. Carcass picked up by helicopter. It was not possible to make a provisional or definitive diagnosis of cause of death in this ani____	from UoA: TL = 92cm	Land	Post mortem	DOC	M	Female	Juvenile	92	Sent for necropsy	Complete	Indeterminable		Not applicable
1342	414	H133/07	Hector's dolphin	6/01/07 0:00	Actual	2007-01-06	Entangled - caught in gear (dead)	Recreational set net	-43.4112	169.8204	GPS - Subject location	"Gillespies Beach (300m past last bach heading north), South Westland"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	"DOC comments: Phone call from a recreational fisher to say that he had caught a Hector's dolphin in a setnet and had dragged it up the beach for DOC to recover. Setnet marks around snout, but otherwise in good condition. Skin sloughing abit. Frozen to go ____"	from UoA: TL = 143 cm Bycatch in recreational set net Photos provided	Private vessel	Post mortem	DOC	J	Female	Adult	143	Sent for necropsy	Complete	Entanglement		Known
1343	415	H134/07	Hector's dolphin	18/01/07 0:00	Actual	2007-01-18	Beachcast (dead on shore)	Unknown	-42.72086	170.95379	GPS - Subject location	Hokitika Beach	CEP-Other (South Island)	West Coast	WCSI	Not recorded	DOC comments: Reporter called in to the office to report the skeleton on the beach. On finding it I found nothing on the scene to indicate the cause of death. The skeleton had probably been washed up by a previous tide. I searched along the beach for the ____	from UoA: Spine and tail fluke only. Head & fins missing. Photos provided	Land	Post mortem	DOC	T	Unknown	Adult		Sent for necropsy	Complete	Entanglement		Possible
1344	416	H135/07	Hector's dolphin	16/02/07 0:00	Actual	2007-02-16	Beachcast (dead on shore)	Not Applicable	-41.518057	171.938953	Estimated location	"200m North of Mohikinui River Mouth, Buller, West Coast South Island"	CEP-Other (South Island)	West Coast	WCSI	Not recorded	DOC comments: Weather has been fine. Possible netting in the area	"from UoA: T.L. = 124 cm photos taken, not provided DoC# HD135/07"	Land	Post mortem	DOC	J	Male	Adult	124	Sent for necropsy	Complete	Indeterminable		Not applicable
1345	417	H136/07	Hector's dolphin	20/02/07 0:00	Actual	2007-02-20	Beachcast (dead on shore)	Unknown	-41.4054	174.04232	Estimated location	"Rarangi Beach, Blenheim"	CEP-Other (South Island)	Marlborough	ECSI	Not recorded	DOC comments: Reported by member of Rarangi Beach Group. Found washed up on sandy/shingle beach. No visible marks. Collected by DOC staff. Estimated time of being washed ashore is 8-9am.	from UoA: T.L. = 128.4 cm DoC # H136/07	Land	Post mortem	DOC	C	Male	Adult	128.4	Sent for necropsy	Complete	Entanglement		Possible
